hitid	hittypeid	packageName	permission	purpose	comfortScore
27MJ3NAB6BFMVVLDUMK10JFDXOOGT3	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.com2us.minigameparadise.normal.freefull.google.global.android.common	READ_PHONE_STATE	TARGETED_ADS	-0.16666666666666666
2T7WZ9RNDWIOBHPMORUD0GU1K88TEY	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.com2us.minigameparadise.normal.freefull.google.global.android.common	READ_PHONE_STATE	INTERNAL	0.6842105263157895
24UWYB49F9SS8XUGXNFNZT5HMP3QUY	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.com2us.ovenbreak.normal.freefull.google.global.android.common	READ_PHONE_STATE	TARGETED_ADS	-0.2631578947368421
2MQB727M0IGF0XAG226S2F4VZYQDYF	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.com2us.ovenbreak.normal.freefull.google.global.android.common	READ_PHONE_STATE	INTERNAL	0.7368421052631579
256GQSCM6IAAI8BXQYL07OQK1K0IIG	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.cracked.android.lite	ACCESS_FINE_LOCATION	TARGETED_ADS	-0.23529411764705882
2BXBNFSVGULFJP27SAEG8FS348JL72	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.cracked.android.lite	ACCESS_FINE_LOCATION	MOBILE_ANALYTICS	-0.17647058823529413
33KGGVH24UHF5EER6FS5BNJGZGDX1E	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.creativemobile.DragRacing	GET_ACCOUNTS	SECONDARY_MARKET	-0.65
341YLJU21IZP447SQXSIDW6639O2I1	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.creativemobile.DragRacing	READ_PHONE_STATE	PAYMENT	-0.45
39XCQ6V3KY41AHVE6FLRE0JDESK56B	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.creativemobile.DragRacing	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.8
3GL25Y6843UC130GZ1B3VF7JXR8MXB	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.creativemobile.DragRacing	READ_PHONE_STATE	SECONDARY_MARKET	-0.45
3IKMEYR0LWVGAZXGQ0DUQCLJWPKK2Q	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.creativemobile.DragRacing	READ_PHONE_STATE	INTERNAL	-0.45
3K8CQCU3KE13ULGQ1XUH6BICTFBWNR	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.creativemobile.DragRacing	READ_PHONE_STATE	TARGETED_ADS	-0.85
3R5OYNIC2C9B5PO9M72YNGG8U1MTPT	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.creativemobile.dragracingbe	READ_PHONE_STATE	PAYMENT	0.0
2ORKQW618N46ADCR98WXJETNU2IOMW	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.darksummoner	READ_PHONE_STATE	TARGETED_ADS	-0.47368421052631576
2VMBLYHVI44O8IH0QC4NLZSBRZ22WX	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.darksummoner	READ_PHONE_STATE	INTERNAL	0.4
3URJ6VVYUPN934XIS6OBQ8ZQ4X9O4B	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.ddmap.android.privilege	MANAGE_ACCOUNTS	SNS	-0.65
20R2NJKM05BMZ9RWU0TG0P9RRHNGBC	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.dedalord.runningfred	READ_PHONE_STATE	TARGETED_ADS	-0.3157894736842105
338431Z1FLFG4AZG3IKOY1A0SMAROW	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.devuni.flashlight	CAMERA	INTERNAL	1.7894736842105263
34R0BODSP1Z5NWOTCX4PQOBQW2G5ET	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.dianxinos.dxbs	GET_ACCOUNTS	INTERNAL	-0.4
3I7SHAD35MWIMOUPHO751GUVWA1M7D	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.dianxinos.dxbs	BLUETOOTH	INTERNAL	0.4
3PEG1BH7AERAYCXC9T65R5ONQVXKBS	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.dianxinos.dxbs	READ_PHONE_STATE	INTERNAL	0.65
366FYU4PTGP85F9WJK8VSDU8XHUKEU	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.digitalchocolate.androiddistrictpa	READ_CONTACTS	SNS	-0.55
2FN8B727M0IGV0ESXAPFZVF4CSKCX8	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.directv.dvrscheduler	READ_PHONE_STATE	INTERNAL	1.4736842105263157
2N970G5R98D8ZJST30JS0NYCWXMSCN	2LBXKO2L92HESC7LT7POJCF0CVLFEJ	com.dogsbestlivewallpaper.dogs	ACCESS_FINE_LOCATION	TARGETED_ADS	-0.55
2QAKMT6YTWX4XJEHLFVDG9GIMCJV02	2LBXKO2L92HESC7LT7POJCF0CVLFEJ	com.dogsbestlivewallpaper.dogs	READ_PHONE_STATE	TARGETED_ADS	-0.4
25DR14IXKO2LPIET801643YOTMCBAX	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.dooub.shake.bbshake	READ_PHONE_STATE	INTERNAL	-0.125
2V9ILKH1Q6SV6OEN4QHUDL5OS590JG	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.dooub.shake.bbshake	READ_PHONE_STATE	MOBILE_ANALYTICS	-1.0
22G58B727M0IWVHW95XYMSVFL5EBW7	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.dooub.shake.sjshake	READ_PHONE_STATE	INTERNAL	0.16666666666666666
29WIUUU00OQK0Q1XEWZS9U26PAAUU8	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.dooub.shake.sjshake	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.15789473684210525
31SIZS5W59FJPMCWIVCSN6506BKRQ7	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.dragonplay.liveholdempro	READ_PHONE_STATE	TARGETED_ADS	-0.6
2WW4EGDHDM251OFOJ3N6OEZ65O1CMP	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.dreamcortex.talkingPet_android	READ_PHONE_STATE	TARGETED_ADS	-0.55
29E1VP9746OQH8K5MBH6E0517U90KF	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.dreamfabpapaya.savingyello	READ_PHONE_STATE	TARGETED_ADS	-0.05
23I5BMJTUHYWIWQ45V17Z5WMIG5MH7	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.droidhen.game.fishpredator	READ_PHONE_STATE	INTERNAL	0.55
2DDOX7H57DZK5VBJAK4HKM252IF0A0	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.droidhen.game.speedhiker	READ_PHONE_STATE	INTERNAL	0.2631578947368421
2FC98JHSTLB31GCQFD9OIJEJ8OQRF1	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.droidhen.game.speedhiker	READ_PHONE_STATE	TARGETED_ADS	-0.5789473684210527
2QH6KW4ZMAZHX7O0BUROUNVRYBGH8E	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.droidhen.game.speedhiker	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.375
2YJXERSQV66R15EXP78V3AVKZGY2AL	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.duckygo.shoottheducks	ACCESS_FINE_LOCATION	TARGETED_ADS	-0.7692307692307693
37ZQELHEQ0Y7P9MCXVOUXDGLWXOMNM	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.easy.battery.saver	ACCESS_FINE_LOCATION	MOBILE_ANALYTICS	-0.9
3CZH926SICENRDKTYSLFLW5CW6KE4W	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.easy.battery.saver	BLUETOOTH	INTERNAL	0.25
3OJX0UFJ0Z75DFNR5NWB6M2V4UAU9N	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.easy.battery.saver	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.55
3XUSYT70IT110JOSJWNT3BXEFI40DA	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.easy.battery.saver	READ_PHONE_STATE	INTERNAL	-0.15
32W3UF2EZOL8UF0F21FKV859BU7C41	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.ebay.mobile	ACCESS_FINE_LOCATION	INTERNAL	0.3
37ZQELHEQ0Y7P9MCXVOUXDGLWP7NMQ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.ebay.mobile	CAMERA	INTERNAL	1.2
3ZQA3IO31BRSB50Z5O59SASNSDZO1Y	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.electricsheep.edj	ACCESS_COARSE_LOCATION	SOCIAL_GAMING	-0.35
3Z33IC0JC0M5QUCRAD6G284EMIL9VV	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.elijahsh.birthdayreminder	AUTHENTICATE_ACCOUNTS	SNS	-0.4
2U7GFL6VCPWZP7KSSMFV8S7S3XNM7M	2LBXKO2L92HESC7LT7POJCF0CVLFEJ	com.eliteextra.driver	READ_PHONE_STATE	INTERNAL	0.47619047619047616
2UV8XMB3Q39ZGR39PSXTBEVS9P2SH7	2LBXKO2L92HESC7LT7POJCF0CVLFEJ	com.eliteextra.driver	ACCESS_FINE_LOCATION	INTERNAL	1.391304347826087
2W342J1LY58BNI41WM7FRHD1N8C5QX	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.emrosswar	READ_PHONE_STATE	TARGETED_ADS	0.05
25C3K4F0OHOV7H1XTOF2S92HVMT21Y	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.er.popularfunny	READ_PHONE_STATE	TARGETED_ADS	-0.3
23H9O9Z6KW4Z2QWWDVILMQ0O4XRD4U	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.er.scary	READ_PHONE_STATE	TARGETED_ADS	-0.2631578947368421
32PT7WK7DMFXHBNP2J5C59VLIUOD3I	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.evernote	CAMERA	INTERNAL	1.3
33K3E8REWWVXGEYC501KQX6OEYR8X6	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.evernote	MANAGE_ACCOUNTS	INTERNAL	0.85
356TQKY9XFX31ZSLNNXMWYT0C5D87C	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.evernote	GET_ACCOUNTS	INTERNAL	0.95
37S0QRNUFBG71DX4XSPSAYPVNPJ88Z	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.evernote	AUTHENTICATE_ACCOUNTS	INTERNAL	0.6
3DGDV62G7O9HLQUW3SI2MT7IQZR2PA	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.evernote	READ_PHONE_STATE	INTERNAL	-0.2
3KL228NDMVM6PT5NPFYJSGFK68PKG9	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.evernote	RECORD_AUDIO	INTERNAL	1.15
3P4ZBJFX2V3R6T3939B4Y693S0ZFW2	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.evernote	READ_CONTACTS	INTERNAL	0.1
3QI9WAYOGQB2GJTPIBYZ7BT5TOZS6W	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.evernote	ACCESS_FINE_LOCATION	INTERNAL	0.25
2CZ8MZ9O9Z6KCKW1638HYRLF6UOA1J	2LBXKO2L92HESC7LT7POJCF0CVLFEJ	com.expedition107.bells.light	READ_PHONE_STATE	TARGETED_ADS	-0.5
34F34TZU7WZLZFRY8FDIPXL6H0N2JC	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.facebook.katana	MANAGE_ACCOUNTS	INTERNAL	1.15
37NXA7GVST60RWD0ZA967HV9H8SVLR	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.facebook.katana	READ_PHONE_STATE	UTILITY	0.65
3E9ZFLPWOYSQ5KAPEMDB3M02HUZIXR	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.facebook.katana	AUTHENTICATE_ACCOUNTS	INTERNAL	0.85
3NKW03WTLM7OXITIHPMYA5DHZ2AQW9	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.facebook.katana	GET_ACCOUNTS	INTERNAL	1.2
3Q9SPIIRWJMWA2M1STPCK5YCVKOAWM	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.facebook.katana	READ_CONTACTS	INTERNAL	0.85
3S4TINXCC0NTO3IR7LYYYM5WA0AOBJ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.facebook.katana	ACCESS_FINE_LOCATION	INTERNAL	0.65
3VAOOVPI3ZSXVR16L670K8X7RPJLLM	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.facebook.katana	READ_PHONE_STATE	INTERNAL	0.2
33QQ60S6ASINHLZE5RDIDB120390UZ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.facebook.orca	READ_PHONE_STATE	UTILITY	0.8421052631578947
3BS6ERDL937WEUA7LL3ACC75SLP6DG	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.facebook.orca	RECORD_AUDIO	INTERNAL	1.1
3G57RS03HH5DSGCDJD9OON21ZZQ52R	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.facebook.orca	CAMERA	INTERNAL	1.3157894736842106
3L1EFR8WWT5GUXQ1AY1CKM1SUZEF9C	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.facebook.orca	READ_PHONE_STATE	INTERNAL	-0.05263157894736842
3ULIZ0H1VA563VUH099AJ4SW7TC51A	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.facebook.orca	READ_CONTACTS	INTERNAL	0.5
3W0KKJIARR9RWEZ56HMV03YMIPC8KH	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.facebook.orca	ACCESS_FINE_LOCATION	INTERNAL	0.05
3YD0MU1NC21HKNL0KLH0SPZV2TDA7I	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.facebook.orca	GET_ACCOUNTS	INTERNAL	0.95
236FXRDS4IC1UEA2TN6M81A2Z5UYVZ	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.favoritemedium	READ_PHONE_STATE	TARGETED_ADS	0.1
27GN5F3Q0JG59EJ280PBB9F992PCGH	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.favoritemedium	ACCESS_FINE_LOCATION	TARGETED_ADS	-0.1
2AZV8ER9Y8TN0YJEOQWKMHS25WXS59	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.favoritemedium	GET_ACCOUNTS	INTERNAL	0.8
2HNBMJTUHYW2W9MONEYSCWM1NJUINW	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.favoritemedium	ACCESS_FINE_LOCATION	MOBILE_ANALYTICS	0.3
2J392HECWA6XJELR8JRCW5KX63FKJ6	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.favoritemedium	READ_PHONE_STATE	INTERNAL	1.0
20Y5TYMNCWYBKPCOOWJH411J5XNOKR	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.feelingtouch.FlyMan	READ_PHONE_STATE	INTERNAL	0.75
2G1MJUNU8LZ67NXV1V08K8J3CO32IP	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.feelingtouch.FlyMan	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.17647058823529413
2LX0OHOVR14ID0LHHDTHLCWAN7Z56Z	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.feelingtouch.FlyMan	READ_PHONE_STATE	TARGETED_ADS	-0.26666666666666666
25L3FDEY5COWG1D6V7ZCYFLCN5K2T7	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.feelingtouch.bugswar	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.3
2IKA1QP6AUC2MTDL3HSXAV0F1A9079	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.feelingtouch.bugswar	READ_PHONE_STATE	INTERNAL	0.2
2J2YEPLSP75K123BF7FAOQEQCTNRXT	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.feelingtouch.bugswar	READ_PHONE_STATE	TARGETED_ADS	0.7
2B3F395SW6NGHVPIJ2EJIYF1W9NTFG	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.feelingtouch.dragon.ice	READ_PHONE_STATE	MOBILE_ANALYTICS	0.0
2PWBDPGFL6VC5CWONR4WPOV19HNJ4D	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.feelingtouch.dragon.ice	READ_PHONE_STATE	TARGETED_ADS	-0.05
2Z7DOBDDP8PJC0RS9COMI3Q3Q9WE33	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.feelingtouch.dragon.ice	READ_PHONE_STATE	INTERNAL	0.6
3WRBLBQ2GR84C3YJLMO19W0BRYAG01	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.fingersoft.hillclimb	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.8
2L0XKO2L92HESC7LT7POJCF0TZ2FEE	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.fingersoft.nightvisioncamera	READ_PHONE_STATE	TARGETED_ADS	-0.5263157894736842
2ZFKO2L92HECCQ3CZ2FCJF0C6FHFGV	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.fingersoft.nightvisioncamera	CAMERA	INTERNAL	1.15
3OND0WXMHWFH3P8ODZ5YFLEG50QHEN	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.fitbit.FitbitMobile	BLUETOOTH	MOBILE_ANALYTICS	0.95
25KL92HECWA6DJV38G60JP5KEZQIJT	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.fivemobile.cineplex	ACCESS_FINE_LOCATION	TARGETED_ADS	-0.13333333333333333
2VMEGDHDM25LOY62V0XHLZ6OVEMDNP	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.fivemobile.cineplex	ACCESS_FINE_LOCATION	MOBILE_ANALYTICS	0.09090909090909091
2B3RGNTBJ3MMTD2ULBE69KHBPGD9VS	2LBXKO2L92HESC7LT7POJCF0CVLFEJ	com.folkalley.android	READ_PHONE_STATE	INTERNAL	-0.05
25RZ6KW4ZMAZXXO6HJH0VNNV7B2G7Z	2LBXKO2L92HESC7LT7POJCF0CVLFEJ	com.fontaines	ACCESS_FINE_LOCATION	INTERNAL	1.263157894736842
2J392HECWA6XJELR8JRCW5KX5NIKJC	2LBXKO2L92HESC7LT7POJCF0CVLFEJ	com.fontaines	CAMERA	INTERNAL	0.6
28K4SMEZZ2MI02KOQCG9538TD6U4L2	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.forrestheller.trippingfest.free	READ_PHONE_STATE	TARGETED_ADS	-0.2222222222222222
2E4B3Q39Z0B6A9LLP85VZTVR1QMKVR	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.forrestheller.trippingfest.free	ACCESS_FINE_LOCATION	TARGETED_ADS	-0.9444444444444444
3B9J25CZ25DRW02QS2B2TBLFPAASCO	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.forshared	READ_PHONE_STATE	INTERNAL	-0.5
3TKXBROM5TAPA050XIYACDSN5K9IJ3	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.forshared	READ_PHONE_STATE	TARGETED_ADS	-0.9411764705882353
2XNTYMNCWYB4PV67OW8X81JO42OLP8	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.fractiv.lanesplitter	READ_PHONE_STATE	TARGETED_ADS	0.0
21062NJQ2172FP65DA2KSCVES4WWOV	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.fridgecat.android.atiltlite	READ_PHONE_STATE	TARGETED_ADS	-0.3333333333333333
27PQ67051QKC37YHPU314MGIH59ZF2	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.fridgecat.android.atiltlite	GET_ACCOUNTS	INTERNAL	2.0
2BQLZ6R70G5RPOANF7MEEWSSAXTO88	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.fridgecat.android.atiltlite	READ_PHONE_STATE	INTERNAL	1.5
2C18EBDPGFL6BSMBVDINKWIOCBOH2B	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.frimastudio.android.SpaceShooter	READ_PHONE_STATE	INTERNAL	0.8
359AP8GAGGK5D2IY4ZDRYKPJ6LHC7N	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.fruit.shooter.blast	READ_CONTACTS	SECONDARY_MARKET	-1.3
3KTCJ4SCVG14B2FNS8QW063IXDL1MX	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.fruit.shooter.legend	READ_CONTACTS	SECONDARY_MARKET	-1.3
2FPQEOZFYQS1S8Q1KJORKS4ITBBKH1	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.funny.meme	READ_PHONE_STATE	TARGETED_ADS	-0.4
3XDSWAMB22SFJKND0YMXYB6EBBFCQR	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.gamebasics.osm	SEND_SMS	PAYMENT	-0.5
2JNL8I9NZW6HUF33A8HWET86QQPLVT	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gamecircus.PrizeClaw	READ_PHONE_STATE	INTERNAL	0.9
2ZFKO2L92HECCQ3CZ2FCJF0C6FFGFU	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gamecircus.PrizeClaw	READ_PHONE_STATE	TARGETED_ADS	-0.3
2FWPLSP75KLMMCGIKE8QLQVJ8EHTZ4	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gameforge.xmobile.war	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.4
2IMIXKO2L92HUSTP21UYVCCFHMLED1	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gameforge.xmobile.war	READ_PHONE_STATE	TARGETED_ADS	0.15
2XANTL0XULRG398YZQDD45FPOX22OK	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gameforge.xmobile.war	READ_PHONE_STATE	INTERNAL	0.7368421052631579
2GH2MIKMN9U85PVI4XNW4I3SB8DAR7	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gameinsight.crimestory	READ_PHONE_STATE	TARGETED_ADS	-0.05
294EZZ2MIKMNPA5452U80WWXZDNO7L	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gameinsight.enchantedrealm	ACCESS_FINE_LOCATION	MOBILE_ANALYTICS	0.0
2QC8P9Y38TWWDY07Q29M7JTAXX1IZC	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gameinsight.enchantedrealm	READ_PHONE_STATE	INTERNAL	0.7894736842105263
2VMEGDHDM25LOY62V0XHLZ6OVENND0	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gameinsight.funnylovetest	READ_PHONE_STATE	TARGETED_ADS	0.0
2J392HECWA6XJELR8JRCW5KX63EJK4	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gameinsight.kingdom	READ_PHONE_STATE	INTERNAL	0.75
2NA8SV7WGKCCB1II8EU3THAP7E7R10	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gameinsight.kingdom	READ_PHONE_STATE	TARGETED_ADS	-0.7894736842105263
2ZKKYEPLSP7501JLSNUOHHQE75EWQ3	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gameinsight.kingdom	GET_ACCOUNTS	INTERNAL	-0.05263157894736842
2F55F3Q0JG5TE2KRS224GF9S92CDHF	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gameinsight.myclinic	READ_PHONE_STATE	INTERNAL	0.5294117647058824
2U78PJWKUDD8D28IM70Z7B6UAY29KZ	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gameinsight.myclinic	READ_PHONE_STATE	TARGETED_ADS	0.0625
22OVCPWZ9RNDCYLAXWYSU3DTX4XBQ3	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gamelion.ck	READ_PHONE_STATE	MOBILE_ANALYTICS	0.35
2H6HOVR14IXK4IIOYL5C3A6XK8K782	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gamelion.ck	READ_PHONE_STATE	TARGETED_ADS	-0.55
3VLL1PIENQOP61L7DZE1K4CZ0O2ZOB	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.gameloft.android.ANMP.GloftDMHM	READ_PHONE_STATE	TARGETED_ADS	-0.8
3XT3KXP24ZYDM5QTDZ4L39NIKQX6II	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.gameloft.android.ANMP.GloftDMHM	READ_PHONE_STATE	INTERNAL	-0.6
3CIS7GGG65JM8BE8DYCXY036VJ8UEZ	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.gameloft.android.ANMP.GloftIAHM	READ_PHONE_STATE	INTERNAL	-0.3157894736842105
3TX9T2ZCB91XBAU94L5B1YPL3TKZWC	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.gameloft.android.ANMP.GloftIAHM	READ_PHONE_STATE	MOBILE_ANALYTICS	-0.75
3ZFRE2BDQ9EC0AZZEQ1X3H3SCVQZX5	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.gameloft.android.ANMP.GloftIAHM	READ_PHONE_STATE	TARGETED_ADS	-0.7
366FYU4PTGP85F9WJK8VSDU8XHUEKO	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.gamestop.powerup	READ_CONTACTS	DEVELOPMENT_AID	-1.2941176470588236
37VHPF5VYC39DGNHE45XCKLEH5NC8A	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.gamestop.powerup	CAMERA	DEVELOPMENT_AID	0.9444444444444444
3QGTX7BCHP23YRFP8KI2BYC8OX7Z5T	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.gamestop.powerup	ACCESS_FINE_LOCATION	DEVELOPMENT_AID	0.9375
24BL0XULRGNTRZ01IHO5MP7NNCG4QQ	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gamevil.cartoonwars.one.global	READ_PHONE_STATE	TARGETED_ADS	-0.15
2W36VCPWZ9RNTCF3R5J7ZN3DAQPAPF	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gamevil.cartoonwars.one.global	READ_PHONE_STATE	INTERNAL	0.7368421052631579
28P0G5R98D8JJBBMSWJTUYCGKW7TD5	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gamevil.cartoonwars.two.global	READ_PHONE_STATE	INTERNAL	0.65
2UWY5COW0LGRFJ5RNJCCDVNUG696XA	2Y18MQU6L5OBBSFGN1O4HIJF7MRDW3	com.gamevil.cartoonwars.two.global	READ_PHONE_STATE	TARGETED_ADS	-0.3333333333333333
309D674SHZLSFELOHGP73MBFLMOBC6	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.gau.go.launcherex	READ_CONTACTS	INTERNAL	0.4
31J7RYECZLQK5KX2SWPH0TOTX8V1LV	3ISL4H6O6HKMSD7DGIM4AP7LHJKCID	com.gau.go.launcherex.gowidget.weatherwidget	GET_ACCOUNTS	SECONDARY_MARKET	-0.6
